"le" "costs" "effects" "trt.costs" "trt.effects"
6.2675 602380.491547359 5.0229626405135 705935.916923213 5.53951625390547
6.70066666666667 657919.884763743 5.29162516937193 808409.655701323 5.87003003233991
6.71775 558814.681633344 5.40334598140584 686811.219082691 5.94735227310088
5.66775 542914.721451248 4.74856882359846 665985.274240048 5.13910953931795
6.19891666666667 589970.03928852 5.01084181835591 692817.182437434 5.49735383349489
6.76416666666667 624016.856940126 5.36323335056425 860878.993673521 5.94164175450372
5.53558333333333 485770.944133873 4.63726442884433 608603.166328905 5.02090700875109
6.004 511102.97206616 4.90981186161071 645211.820290865 5.36803394515008
5.33758333333333 529147.159207379 4.49452288100346 632000.808282516 4.84883403084454
6.44283333333333 627600.581579811 5.20906065944357 697353.83222478 5.72537668657994
7.1605 731377.637337001 5.626911701239 851663.900764621 6.26454536341389
5.43775 459520.843865721 4.56168649832353 572218.837780604 4.92862996313687
6.01275 580769.405842232 4.93096771043714 592614.192414816 5.39742584418074
4.83825 467760.262943482 4.17279789296533 516449.133867796 4.46260111906382
4.90108333333333 379344.987513202 4.18595812265406 567869.154054275 4.50163838626358
5.51891666666667 518302.84963837 4.57769140827809 685106.208081832 4.97350616718936
5.52316666666667 485361.901363428 4.63523380115503 568205.185340897 4.98855191909484
5.64233333333333 506326.377671162 4.72983842546881 804293.172688199 5.11977924651015
6.06525 561670.236480245 4.93980425679567 636821.461878284 5.419454958507
5.958 588439.055736077 4.81905771956434 689936.363774592 5.29793790626953
5.87991666666667 559422.215028767 4.86444935041034 666390.234834287 5.29590374616888
6.06975 554975.040283164 5.00621470873209 677705.185539842 5.43983765678825
6.74966666666667 670562.737804241 5.39348959118615 865023.919232425 5.94737858313965
7.3865 716835.113520247 5.73472648810592 1090226.72562282 6.40938713825317
6.56733333333333 620124.843502705 5.25074414599291 754694.432149961 5.79206206617763
5.36925 443450.451202477 4.52802797436816 588944.815436904 4.88573331282304
5.58191666666667 499454.329966121 4.62250540442677 621666.172345518 5.04516295942651
5.79508333333333 577211.690611403 4.76918616698805 654033.495912345 5.20488891581666
6.875 661111.237321744 5.42138772130706 833143.332578419 6.0347417184425
6.25883333333333 581010.599212884 5.04362552748842 765646.140423429 5.55833382009536
6.18875 589083.214422623 4.9920298137163 769732.94686006 5.47828045220733
6.84441666666667 625423.240814939 5.40417808360798 832849.393554946 6.00570872341137
6.45083333333333 615828.954072693 5.25611798291117 718617.334387702 5.76104077175424
5.94641666666667 614747.894875019 4.8959546013292 707892.376090131 5.34930300567196
5.793 547195.36164715 4.73046531505764 630982.556683928 5.18516940558321
5.97025 579825.777603999 4.89320147698907 604328.071814886 5.33979223705767
5.52283333333333 577844.769050314 4.57467341670259 603785.550925958 4.97091435278318
5.94966666666667 646243.034617 4.91559711503271 690954.032661353 5.34460073588164
5.89983333333333 546308.730602906 4.76658728601242 681798.414250898 5.26526316927146
5.82483333333333 581211.263329863 4.78257523144136 759834.070029867 5.23254348459143
5.62875 580207.543068995 4.60378731794982 680003.05383054 5.05136744516727
6.13883333333333 674363.938158326 4.99489005108139 744109.604109056 5.46985484119483
6.79641666666667 671594.92913898 5.46471698725471 843125.664025023 6.02509066662402
5.97691666666667 639586.146337604 4.85693646416227 581409.033196552 5.33343282446162
5.4415 522549.564584291 4.52211772475967 540387.579156717 4.92715886709789
6.02825 592910.930517904 4.95284233575166 692014.655128443 5.41313028621831
6.70466666666667 596393.716900564 5.39843789976801 720976.020777392 5.93579053156822
5.53491666666667 532825.094958314 4.59662469440683 582603.641143231 4.99823867629377
6.17516666666667 612401.476679564 4.98481099855955 765617.308146207 5.49056511538868
5.35308333333333 461489.858868142 4.50058895648849 691547.853643325 4.8591971383479
4.96483333333333 486557.795461541 4.26974711092943 589134.561452442 4.57384741750078
5.11233333333333 418082.561815522 4.3896993826683 470422.417376063 4.67381772773368
6.74416666666667 705479.263659808 5.32420698721308 862855.018227293 5.91899645002257
6.18616666666667 564782.252946519 5.05230013136239 711599.487671422 5.51947025482268
5.71425 541227.35397404 4.75870915295774 628792.041493399 5.16295363698411
6.58233333333333 645474.769317654 5.30056833298219 767542.633973174 5.8318329452765
5.39741666666667 500502.780748347 4.49070869410131 551230.057821459 4.8734638466995
6.72158333333333 667529.323078688 5.39294467392458 850976.248371999 5.93350153455937
6.18133333333333 538483.311801907 5.08270666374567 724505.893103415 5.5498140002456
5.64716666666667 556226.886752528 4.66317523296572 614884.028811514 5.09916661306279
6.11108333333333 652057.442947655 5.03777589302913 645594.283841543 5.48479230855163
5.277 396206.699128173 4.44287299523126 559802.876341575 4.80269561777733
6.30641666666667 555746.204960393 5.13706829517471 653075.829118522 5.63382479255811
6.76 659441.875459781 5.34560881379843 841981.010236208 5.93446085319972
6.31858333333333 666605.594834246 5.06847860647782 707496.414864203 5.59796257225587
5.66691666666667 522582.125617257 4.72634734557728 604654.109282454 5.10927746112006
5.75233333333333 501836.553975358 4.74305923144651 646812.286154304 5.19454927847791
5.4495 430053.705407414 4.58245261149272 659355.985815987 4.95838542467862
5.815 571390.578570913 4.75849637229771 859188.440730294 5.18850805065166
5.9925 523551.144531983 4.93996236208446 755969.177461945 5.38174224947499
5.16291666666667 426279.432778088 4.34092055662296 676542.167270331 4.70137502975682
4.93291666666667 463950.648879008 4.20701210557356 547295.428930252 4.52323135121667
5.76483333333333 558884.689751051 4.78607289337784 725336.863225247 5.19524848727106
5.42841666666667 487116.056440952 4.58736200835166 710842.515049021 4.95912015729879
6.22258333333333 597347.283057125 5.01085981699668 730613.616459508 5.53828909195517
5.94291666666667 629497.643050843 4.83508934374014 592267.327792822 5.29805696569506
6.20025 599132.958299041 4.97351096127424 774461.430244948 5.48083876912061
6.2585 602367.469311351 5.07610210712921 710150.209808662 5.55800452077853
5.33283333333333 525652.542863513 4.47138160910002 533152.748605244 4.82950633200129
5.79508333333333 546082.216741516 4.78598204542502 653719.058843808 5.20272761280155
6.15583333333333 546131.585071866 5.02677715328081 675834.971349522 5.49801458720436
6.3175 609036.16723362 5.0812510816933 675652.251175164 5.58333716710467
5.43583333333333 508589.347066531 4.53041706667532 703502.54225804 4.93086442604977
6.18808333333333 607537.710000284 5.04915064444318 660799.179136409 5.53474457139476
6.68483333333333 567843.121323659 5.32632715120055 908018.799602421 5.89426051738625
6.58083333333333 568463.406902884 5.28908517472584 744903.406150262 5.83078036752037
6.13833333333333 548835.92203467 4.99623298859155 611192.248056968 5.49103945331529
5.91183333333333 507885.829046292 4.92828846468468 568427.064816657 5.3463396657365
5.339 504656.530458672 4.53519580307498 582613.032902605 4.88306191781459
6.46466666666667 704728.217016402 5.21341012729414 739344.263947638 5.72496993787378
6.11641666666667 640652.35869284 5.03712505918538 648792.105987807 5.49754770993599
5.50491666666667 559288.938540016 4.61425974633788 596942.033314869 4.99206570948999
6.1905 619274.78487657 5.05209327555785 685440.671715941 5.53806860433723
6.769 623465.565897074 5.33716206858461 795614.972076571 5.92979815888804
5.80083333333333 539877.227356315 4.81094249602286 661732.629686926 5.23102563923236
6.9365 725311.3549335 5.45927884117797 823223.605234671 6.07898950150464
5.96508333333333 459583.946662319 4.89806855961673 627194.666040533 5.33148019966373
5.99983333333333 637560.68601386 4.86229871007084 642158.324382509 5.34883078557185
6.19341666666667 549027.131054777 5.01271672319418 780562.260836897 5.51292032196071
6.74491666666667 651679.784321654 5.3678073160062 817896.875866527 5.94177892867944
7.3815 684723.951695026 5.71926490301382 750374.90701362 6.38621727047196
6.25333333333333 682377.696856279 5.03326689956696 807500.132345565 5.54618401411337
5.61991666666667 523803.160640805 4.69529976286886 632769.786010482 5.08823747389807
5.01866666666667 451929.452478243 4.30498352966728 556601.272196139 4.62189078197876
5.82783333333333 517191.109521134 4.89205923066024 622655.994425003 5.29482699394578
5.44075 513908.689983376 4.4991719186422 588539.266533582 4.90794653266309
6.32216666666667 554974.778722088 5.06103988959199 817552.839754112 5.58302345250989
5.34558333333333 519655.500721432 4.46339472531419 545262.415501951 4.83585889249903
6.07808333333333 504034.910241897 5.01559315001226 711947.136537591 5.44737609055313
5.88675 549575.835788852 4.88333489884322 605215.408840601 5.31396747173841
6.25266666666667 572491.026586103 5.09882507434688 612137.841227888 5.5609441092476
6.41266666666667 554564.479089373 5.11765738601466 751067.987025961 5.6542676018604
5.162 490799.872394462 4.40288667292051 517007.914255669 4.72925107338475
5.17958333333333 483049.835355879 4.30882602453654 548898.993629872 4.67797917914115
5.49758333333333 535433.299793438 4.62776653143496 727352.110682785 4.99254210212736
5.29275 449771.851542327 4.4047523705722 711999.320175816 4.7896117830278
5.77983333333333 507275.97437239 4.8147420150736 580456.201031489 5.21597792717845
5.48258333333333 511027.806633578 4.62937011228242 629981.335805306 4.98815980225762
6.185 658215.035109311 5.00533246740175 706260.873375027 5.51931405395858
6.58475 643723.195800336 5.34799663008244 725777.17243215 5.84905344884546
5.37958333333333 523488.109542955 4.53886096755365 604774.194945485 4.90192538370214
4.97633333333333 464960.702065566 4.20283879609012 611390.402211372 4.53727428581536
6.26366666666667 613003.099122827 5.04978396787169 779352.785543286 5.55920478425426
5.13583333333333 403671.533046008 4.46099047877964 560327.297108436 4.75344622361641
