"le" "costs" "effects" "trt.costs" "trt.effects"
7.06791666666667 565673.868575066 5.60571749232569 834271.039264195 6.212281613166
6.299 626886.253219097 5.09076643805873 620829.769347368 5.60193662821376
6.66633333333333 664292.198196385 5.33710497145325 857075.003484689 5.89521305685893
6.021 526412.250302066 4.96926085695045 701612.484224199 5.39806013868008
6.129 541324.195707751 4.97144737943238 750793.307509665 5.44900564437773
6.20508333333333 568525.677205672 5.0460822514699 640424.062724308 5.5381459203846
6.20891666666667 630923.305012866 5.05077013272676 721983.365254743 5.53900461339936
6.35175 638022.45614872 5.14817633480896 653391.584534907 5.66908558707083
6.38358333333333 699665.388107284 5.1527494606931 849935.645810023 5.66690937489857
5.94833333333333 566441.644530714 4.89985028883424 808636.793794577 5.35662119605038
5.50675 505716.540828897 4.61491069490502 629798.831860985 5.00183429890482
5.431 487759.878326343 4.51697514955624 634117.112510227 4.91333079536422
5.54483333333333 517830.273972639 4.55947726450952 603385.29890204 4.96764038486296
5.83166666666667 548307.56740198 4.80696399078245 697627.939661493 5.22146031441238
5.82416666666667 572468.130648327 4.74863866644711 756174.494247547 5.19981260327339
5.34991666666667 473293.768363505 4.51437502536743 705881.122568914 4.87262768191882
5.30766666666667 507970.258151587 4.39556096670137 577755.682161622 4.78897506067511
5.68416666666667 562454.399533484 4.68558436522874 678658.078424011 5.10536353778987
6.15291666666667 565939.157766008 5.0330531755037 758222.806650759 5.52210670506886
5.743 553995.891932527 4.69416976517871 699345.110255823 5.14350066452849
6.53866666666667 676437.405114736 5.26424972880477 758348.729221607 5.78780440069253
6.56141666666667 612853.272798062 5.24128157260396 769545.671308056 5.80347820981748
6.01158333333333 591400.906279392 4.91822788218187 739030.811411195 5.37141356577734
5.32525 571077.289612289 4.43320135791976 611723.873739459 4.81647549884744
5.97241666666667 502043.104514419 4.93905052803922 703649.886579167 5.38254068369536
6.142 612745.053623248 5.07610851487013 628977.352736112 5.51894269179733
6.73991666666667 661707.042314876 5.31120113666301 698351.122105062 5.90058415020037
5.70333333333333 537505.779923608 4.67935225703539 641470.255430706 5.11907121908622
5.785 608555.856361054 4.84428977902092 757901.790279179 5.2416497497298
5.88575 651072.583820638 4.82648820525868 622897.036997673 5.28608163424472
5.99783333333333 594132.974306939 4.84367122199415 728534.513003825 5.32516602726169
6.04625 543221.164798031 4.87546281180979 688707.582900861 5.36063496590147
5.74366666666667 515780.40702063 4.80002104438732 611705.997698742 5.19572511516578
5.89316666666667 610751.310752376 4.85301802622732 575601.377971555 5.28389947047366
5.87908333333333 603678.536291196 4.81949638291046 700489.357650178 5.26265671833315
6.13116666666667 583860.261626552 5.03350562860363 744147.756436253 5.50467077902288
6.94716666666667 577378.839609917 5.42300805017 785655.708594423 6.03443855498961
6.20541666666667 570285.140675214 5.07115557646259 708693.411233273 5.56095643514934
5.70416666666667 570133.065496533 4.62815391255319 684049.466779103 5.06769058170299
4.40883333333333 334687.813373465 3.94900528002871 512664.834030822 4.14464213777799
5.86533333333333 590261.271383535 4.81352004925982 714968.147657395 5.27683877235298
5.41216666666667 555644.343356027 4.55617159250074 612399.367253369 4.91818068731961
6.41766666666667 649451.070503163 5.19699324573929 650306.740060025 5.69621363424433
5.55991666666667 505336.036486623 4.70181291417338 656445.22721526 5.06956008774442
7.1515 716270.510685365 5.57501858923949 856479.265650084 6.23500661827557
6.08533333333333 667362.216292764 5.01369694325408 789483.199536244 5.44193488269607
5.97716666666667 606848.512705487 4.85761543021915 704439.812372242 5.32422607161388
5.23033333333333 472029.876904171 4.3728363891846 579446.168692693 4.7482621003927
5.38966666666667 514815.877848126 4.47797672720174 658706.273327993 4.88435814776694
4.98016666666667 504646.140745632 4.30851989027789 448153.863088123 4.60932484522278
6.27158333333333 640389.62872826 5.1124832083763 659594.041000854 5.59243218345383
6.57041666666667 574550.682624913 5.25172991034957 732424.375357922 5.80180183749066
5.64383333333333 517296.573372003 4.66790149027471 686092.424498094 5.08149281951798
4.99625 420173.407443 4.27887584287574 494286.985773366 4.59074567058608
5.986 571743.773509611 4.97152513992559 633812.124634417 5.39739044471884
5.88308333333333 598033.336850465 4.82195731034279 589845.768686398 5.28434630665283
5.78541666666667 544851.704826194 4.72522520529858 633642.928640839 5.18265408644106
5.01683333333333 427486.4541436 4.31489224078437 514326.907442042 4.6210724760903
6.7085 740463.865481824 5.40509374524958 785463.50277974 5.95475962096275
6.59108333333333 645179.548495878 5.30122110135102 709359.908353261 5.83166358570499
6.12241666666667 549183.613973028 5.01371033482103 631629.424374323 5.47510789907666
5.67491666666667 503437.666346518 4.71102784104554 641537.821066915 5.11710855644698
5.65825 498663.653747353 4.65916285406465 786627.994148098 5.07190389927925
5.42358333333333 519134.053061193 4.55037541251268 608765.636550161 4.92620353196407
5.90783333333333 530306.845015617 4.91364650049029 636625.64525021 5.32263704198649
5.85166666666667 641379.077903241 4.76928145245422 651566.548917994 5.24035245061073
5.99975 619749.412382613 5.01209169219021 673818.594995673 5.42357588326551
5.54833333333333 532623.226204703 4.66424161711611 702545.547250809 5.05093017266129
6.3285 644323.77227013 5.06947986009553 781667.589290112 5.60528613268234
5.3555 484844.863486596 4.54069457425173 624608.71794467 4.89859930578666
5.26 562841.784064163 4.44984193251643 572391.866018363 4.82415430503752
6.45591666666667 568016.631815418 5.3002212583592 653460.168014481 5.79359299604868
5.63166666666667 545922.464941604 4.75479402499761 568128.725645424 5.1228238063938
5.28475 466203.943665106 4.43477836093427 578716.770195774 4.80006932979217
6.16816666666667 526172.409791245 4.97856486709437 746768.56608046 5.47875119019027
5.48733333333333 475937.539482747 4.65982051348615 608670.766144368 5.01544209523819
6.2935 549578.456997741 5.11217687568523 613209.108289902 5.59141238481995
6.74616666666667 772364.908506986 5.49668907070559 850540.894605279 6.00628574858768
4.80691666666667 409022.29230917 4.13186012298712 492407.016332794 4.4152864310516
6.15616666666667 569010.594651981 5.07126465774051 645749.361783967 5.51488433602697
5.42941666666667 438702.510685763 4.63131292011901 618884.43980575 4.96315253169974
6.58708333333333 547206.375722848 5.28981287272601 834982.68597917 5.83832912178759
5.1605 438165.36206719 4.34660040256059 583886.245121267 4.70099071462091
6.96091666666667 627246.386643854 5.54760542812337 737036.573959122 6.13803186740215
6.48416666666667 721498.425430765 5.24120343794985 788923.327013955 5.77256295185854
5.33716666666667 537664.563186502 4.47970084324261 634978.581256446 4.86533918253283
5.79508333333333 468255.71611816 4.7967065338321 627793.315961745 5.20603303290204
7.12116666666667 748928.253195154 5.6630347015901 900232.801045969 6.26841200194578
6.99041666666667 774847.558667322 5.51466668821416 868870.28962123 6.14240395779365
5.80508333333333 578709.537445783 4.8010686088436 721911.688070214 5.22655635012442
5.92825 574226.821979091 4.8818236577133 686735.479843474 5.32019476121262
5.49233333333333 497150.055155514 4.6149442242341 636130.008687139 4.9969036097269
7.16591666666667 709103.876428823 5.6081864717084 875509.713546979 6.24918982352035
6.41991666666667 611779.191533303 5.07655112177539 739086.771634081 5.63139911060856
5.13616666666667 473922.360089398 4.4328399987295 491284.126130429 4.74082528743143
4.84575 430678.04165402 4.14989742475842 573138.276582434 4.44821532303724
6.6805 613506.144921331 5.33199544137851 841434.922297742 5.88494504636525
6.30591666666667 577251.150377399 5.10798380087393 640777.154394158 5.62133177257964
6.364 725845.821281432 5.09434519625925 750683.350837872 5.62192372426765
5.93891666666667 591852.304980875 4.96623445973937 685777.587513651 5.3693375921308
5.74266666666667 661766.594787867 4.72229473869901 744439.139079883 5.15134011235556
5.58133333333333 533802.529774578 4.6399317099149 717929.208762907 5.04639578268962
5.99766666666667 518459.366353149 4.93436386555267 715378.924437071 5.37524222719605
5.78833333333333 574041.218416939 4.82071722841029 689072.387034833 5.22869985664706
5.86975 570032.482609123 4.82455420240686 660002.077244188 5.27919276211992
4.91866666666667 469999.809015983 4.23903286710117 503911.728920843 4.52723524243195
6.00391666666667 494118.230833001 4.90415289385802 701375.908669723 5.34858303194978
6.4555 686009.136645743 5.20929340760699 780424.180637997 5.73275044549349
5.55908333333333 629110.56820122 4.61780542159269 649836.298774346 5.02327497172903
5.47658333333333 522904.356552954 4.59401412310796 592792.948672655 4.98026366598822
6.01633333333333 593935.385584863 4.89285459644958 684803.679657103 5.35493550022028
6.68725 676108.503858779 5.36831851977121 712492.260487823 5.9175931524313
6.67366666666667 700232.287888812 5.27564243877088 763958.726320933 5.87802125092694
5.15683333333333 424783.333222802 4.40210321566808 474859.154587226 4.72005326656344
5.5105 544147.92669638 4.62651108119769 542839.875901383 5.00337941173196
6.04341666666667 540119.26564389 4.9553367258858 629851.614030408 5.41546960210961
5.11925 438483.174955812 4.40106541866609 514626.798991349 4.71215309588335
6.2775 656826.84140632 5.12045138315872 740473.522656936 5.59333798305819
7.35683333333333 738689.15202133 5.75709537248274 837932.434061979 6.43239402791527
6 617676.922604553 4.94201491695568 838595.843085116 5.38332518808324
4.98991666666667 478626.402903808 4.29897042960352 467594.127897091 4.60100677377284
6.83858333333333 627312.51502504 5.52273957800684 854734.352842336 6.07222613151264
5.54658333333333 524613.995432962 4.54274800979747 616073.562602957 4.95823442992024
5.10333333333333 517336.774987205 4.41660753241801 567846.937738995 4.70401256536322
6.08166666666667 501325.666907341 5.03594119140839 674309.380056057 5.47168819983311
5.48225 530363.910338656 4.53458440609396 580467.272103089 4.93887384056721
5.97383333333333 578763.979651448 4.85823377073328 707006.303297217 5.32359932656527
6.76333333333333 660808.438741554 5.41610559113343 770792.175677952 5.97129608393595
5.85033333333333 559551.142253559 4.80577216660498 582434.448035405 5.24725495301602
5.36958333333333 550740.178136593 4.4595338093922 617662.858358256 4.83637912649279
6.60508333333333 699370.189130151 5.30178809681708 757326.221789562 5.83748522800844
5.64458333333333 531995.145386866 4.65648659738962 639164.192433965 5.08423529259446
6.55425 658666.835773669 5.19492373210423 724615.317985434 5.76833112018241
5.51316666666667 588276.138697694 4.63373792182344 606503.903733415 5.01760869675469
6.11183333333333 652209.764841969 4.97300686363319 941386.16190911 5.47153981890436
5.63683333333333 576422.399502433 4.71027512588594 616527.50744992 5.11719039878688
6.21975 646601.049856819 5.10504217701049 684643.164156557 5.56267425951312
6.10433333333333 580676.837726143 5.00042195143294 721823.989515438 5.45427171549488
6.37425 575853.242665595 5.24532474874291 683180.370499929 5.70949261269694
4.63525 423183.891296454 4.03037932282556 465690.449878635 4.30009733286727
5.70916666666667 600297.400696994 4.746194515413 588041.004478568 5.16008501764959
5.84466666666667 574833.013573963 4.7684327351135 593585.437214625 5.22290788177356
4.79725 461779.913929781 4.12318915371046 702739.094881178 4.41293923208992
5.68866666666667 575101.068181812 4.66287530538688 707375.484927231 5.1074982319387
4.85816666666667 416066.668963748 4.16621521369183 495125.251084508 4.47632257921946
5.47116666666667 492049.1941711 4.61376280120018 525265.411542925 4.98844408429083
6.30216666666667 540364.983221697 5.15839560868679 679279.209497334 5.62655398433636
6.26816666666667 591976.700331616 5.06941368927319 786458.269641939 5.59718996122214
5.57133333333333 524434.994442268 4.64658050562542 575510.729194948 5.0387396200055
5.60733333333333 443679.939281393 4.57585188813448 649438.261319199 5.01088133333472
4.78916666666667 425045.933534151 4.16475882579737 461988.759824892 4.44802202950033
5.28033333333333 436698.046337409 4.51059961086774 551176.826826412 4.85318544734912
6.17575 538248.884726526 5.02483602234478 876638.858945569 5.52561738260216
5.95941666666667 615744.500227162 4.88466988634132 621382.272852986 5.33552115007412
6.68183333333333 703221.302951194 5.39734399804392 662096.968347014 5.93207503148078
5.28716666666667 485689.53440162 4.46475721644112 572863.435955709 4.81474354656483
5.41691666666667 486784.424551907 4.54083787516109 609272.615179497 4.91764970981109
5.42758333333333 491548.865164251 4.56606958741611 616655.113012861 4.95149643819886
5.73333333333333 578583.724223966 4.7255724683479 698706.631284407 5.157155952372
5.2455 565855.79205354 4.44032437920029 602358.737383771 4.79212026853694
5.39925 485079.411304638 4.5796856868315 644486.145313253 4.94387148010091
6.70091666666667 627531.596471376 5.33876770194069 806967.475637074 5.89063446190012
5.92091666666667 557532.216006873 4.82275540372001 680174.314948188 5.28551338149655
6.14466666666667 663309.257849605 4.90501147858533 865405.171459217 5.42425755817002
5.64416666666667 551410.433760261 4.69500229899496 697055.296841213 5.10098428297142
6.02858333333333 600930.473700612 4.98451110338271 770087.15378617 5.4183502802967
6.36008333333333 663871.416355095 5.19750091400409 811430.781920732 5.68871791670467
6.39566666666667 597299.38940782 5.19323282919577 766124.508689127 5.69537406538319
6.4735 632468.000013517 5.22020546030434 695272.61250468 5.75601996329465
5.84425 596081.864264202 4.82897140341151 567418.945951279 5.26524429356559
6.18058333333333 539776.220522445 5.05734853313618 719980.68030316 5.52152508144887
5.2005 492737.737353371 4.42394592517093 630519.703799439 4.7625510796356
6.93016666666667 771792.137120523 5.59270515864663 752424.883880371 6.14463947337326
5.34091666666667 413846.778722032 4.61260672104305 563759.389400023 4.92009305446486
7.12925 736598.567837838 5.58929517587239 871669.320731167 6.21763981826536
5.99466666666667 573109.745054009 4.89157773443356 654406.959718638 5.35717442421167
6.28 679840.478745675 5.18316099486985 659802.33013125 5.64203147595788
6.11691666666667 563253.280712314 5.0024967133667 676674.670520805 5.46663257248339
6.65041666666667 616358.672118645 5.39196610370003 687768.680438929 5.91367082615738
6.74808333333333 707618.736090239 5.34479749836993 785486.34485413 5.95399296224252
6.07808333333333 572212.827576983 4.94208882001361 944280.959237913 5.43687087255816
7.07041666666667 697863.208337149 5.58302249871607 745280.445851242 6.19445449608773
5.78416666666667 513470.529660237 4.79066703602247 637198.893948198 5.23315785808969
6.01925 527145.39949032 4.93787522538799 722366.182401658 5.38586026756122
6.41508333333333 630414.327639171 5.10872794487878 820306.398201494 5.66020010480005
5.67875 592939.813426733 4.7280230576326 635126.640797443 5.14170384429984
5.88416666666667 658307.065755098 4.79895184569678 626513.319458586 5.26377381853851
5.02808333333333 532037.743912694 4.29663977525337 587077.086658663 4.6184062821919
5.07583333333333 504655.858159613 4.32477335468482 606844.01173499 4.660899498092
7.04916666666667 703252.640243614 5.5238537628146 855848.295963087 6.14158241915005
6.03683333333333 570950.432077019 4.95013667661315 771875.084538526 5.41330961876524
6.34575 643414.107747555 5.09878097963003 702905.082927772 5.6100309655866
6.99833333333333 652377.816107471 5.57197315049193 891059.634429125 6.16341538661579
5.77291666666667 564548.429786834 4.79994230807112 677972.763136165 5.21279801272386
5.99325 568104.354205525 4.96470951234674 745567.334200702 5.38894259106073
6.04325 512202.293456246 4.96850207898517 749516.066277129 5.41014910392244
6.11816666666667 647965.598850965 4.96515498994472 794837.707253336 5.42720524667737
6.39258333333333 607100.656461641 5.18989834451766 821289.124413044 5.70636890324216
6.3655 637272.139610072 5.13402921314495 782242.169059194 5.64057652386831
5.44483333333333 485289.711275121 4.55814260182133 521238.855814472 4.94233742396175
5.9675 552447.54760007 4.89944763603926 693123.436705614 5.34797946993166
5.66908333333333 498867.352256759 4.72166136472003 637797.000252892 5.13551586525857
6.9495 714445.601027836 5.53514895492071 749490.737092692 6.11151837664484
4.94683333333333 403077.265651755 4.29805801299728 492218.903136993 4.58640090942103
6.72783333333333 663323.148060429 5.34888232345214 661401.946367094 5.90578052521276
6.09966666666667 642049.528365674 4.9576293835415 709431.247734915 5.4395431666441
6.13225 513764.707851968 5.08474560744198 650888.172882392 5.53483396814595
5.30983333333333 502097.76187 4.52244364720829 638057.722504585 4.84668991618717
4.751 453937.658306788 4.09333809511999 595399.085653993 4.38017750011818
5.69166666666667 526928.915953282 4.68828901707961 644159.510834189 5.13487157904554
6.33608333333333 567955.616162527 5.14973132051076 636522.194065494 5.63716691022941
5.92708333333333 669596.101213445 4.81108618502509 738095.046169906 5.29649103193529
6.27033333333333 609217.668875625 5.13280043059643 715245.735904948 5.60370716171715
6.006 582531.516774176 4.94533585161288 678518.539913401 5.38379303185029
6.92183333333333 730345.642634822 5.47184375816277 749693.804228589 6.06146543633637
5.86508333333333 549644.059037401 4.87060125235893 629646.656926886 5.28162750302481
7.15566666666667 635701.999839115 5.56748501461297 822287.81674992 6.21492354197441
5.18775 491568.165686354 4.45105993554719 476700.545095731 4.76798733401826
5.427 538370.203388207 4.46308829430704 633047.726069397 4.87438354964522
5.30483333333333 489336.211923148 4.53211028283004 585571.523122872 4.87302719461265
5.11116666666667 474817.766626176 4.24265832888637 620968.379733047 4.62542320928292
6.27425 638919.566209272 5.12165315462219 797049.701365834 5.60871983116732
6.00083333333333 602541.552819916 4.82856094137181 598283.297329618 5.3266581846289
5.70933333333333 460152.716246178 4.73724562419901 681820.478733627 5.13846256038724
5.95783333333333 555861.573686891 4.86263444061048 707445.674154466 5.32972477051808
7.12116666666667 657991.793874733 5.6276719218239 848312.756772018 6.23716274515715
5.06216666666667 480328.957161093 4.37053696976612 527072.897440224 4.6853958698962
6.20858333333333 604188.762599166 5.05217703443845 835017.806077562 5.54245108817798
6.47258333333333 680264.728900816 5.17046211363008 645562.606059791 5.73190067749661
5.41658333333333 511564.024143577 4.60589270738658 631295.424270521 4.95911603749559
6.18908333333333 679809.876999208 4.94689321335338 734831.068691504 5.46270968089683
4.99816666666667 458209.501454663 4.30310744424274 611410.477757962 4.59601469502804
6.12066666666667 610867.43081304 4.94188994858995 688192.629602313 5.42334152519064
5.12991666666667 504919.375571137 4.34312731460293 514100.887338603 4.68645693577
7.11175 767170.985590657 5.57106270834625 707459.092147392 6.22345884542881
5.897 516006.440905457 4.77740691453192 715004.478289012 5.25534933359178
5.21483333333333 507377.648449644 4.39572568226502 573467.322859196 4.7505526281137
5.48025 541838.597726733 4.63706990157993 560791.467550849 4.98649791416468
7.122 721686.922193101 5.62497150773607 755780.974900731 6.23441105185893
6.07216666666667 606923.490620406 4.98006277234806 646557.712072622 5.42783454620498
5.39166666666667 483863.850512022 4.52090933469123 688632.833180133 4.90093209920565
6.63191666666667 581365.885625501 5.28411806906878 771051.452376721 5.84125552162882
5.11041666666667 536685.786925241 4.31998650816884 636634.805233333 4.67105319637719
6.75375 637400.579135718 5.38102637738883 718629.915245485 5.95702641760009
6.66741666666667 613516.688528273 5.30222514448613 723289.858413512 5.88035312134936
5.39125 517548.636460759 4.5590619216695 637909.667418308 4.93043099144225
6.18141666666667 670819.004890671 5.09628550764704 775748.662431746 5.56189874513232
6.16816666666667 572400.737916209 5.05515085904384 599409.961352459 5.50970313316252
5.03783333333333 531041.095813449 4.31646716318946 613191.763144971 4.63095584842841
6.90033333333333 737858.383314618 5.47387854925172 845144.584353539 6.06372319245745
5.88483333333333 607679.235692702 4.85362946652723 772411.714118185 5.29007626091298
6.42108333333333 640092.493337112 5.12673756267127 709436.426345262 5.67567085000405
6.38775 636009.91354716 5.19121438702337 805456.746556487 5.67722900107035
5.54908333333333 534271.531050277 4.67927843744326 531928.925287524 5.0415701257265
6.23625 611014.044543462 5.11450438406262 651998.015608176 5.57834299334648
